"ref_yy","CSDuid","metcode","metro","first_value(muni)","total_structures","share_three_to_five","share_six_to_twenty","share_twentyone_to_sixty","share_sixtyone_to_onehundred","share_greater_than_onehundred","avg_number_of_units"
"1993","3519038","2270","TORONTO","RICHMOND HILL T",4,0,100,0,0,0,10.5
"1995","2467015","1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,100,0,0,0,8
"1995","3520008","2270",NA,NA,9,0,11.111111111111,22.222222222222,11.111111111111,55.555555555556,137.333333333333
"1996","2460015","1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"1998","5915007","2410","VANCOUVER","WHITE ROCK CY",1,0,0,100,0,0,60
"2004","2464008","1060","MONTRÉAL","TERREBONNE V",24,37.5,62.5,0,0,0,5.45833333333333
"2012","2471033","1060","MONTRÉAL","LES COTEAUX MÉ",1,100,0,0,0,0,4
"1990","2473200","1060",NA,NA,1,0,100,0,0,0,8
"1992","5915004","2410","VANCOUVER","SURREY CY",6,0,16.666666666667,50,33.333333333333,0,46.5
"1993","3520008","2270",NA,NA,2,0,0,50,50,0,54
"1994","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,0,100,0,0,0,8
"1996","2464005","1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,6
"2007","2471033","1060","MONTRÉAL","LES COTEAUX MÉ",1,0,100,0,0,0,6
"2008","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",2,0,100,0,0,0,12
"2009","2460028","1060","MONTRÉAL","L'ASSOMPTION V",NA,NA,NA,NA,NA,NA,NA
"2009","2471070","1060","MONTRÉAL","PINCOURT V",1,0,100,0,0,0,16
"2012","2457045","1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",2,0,100,0,0,0,10.5
"2012","5915075","2410","VANCOUVER","MAPLE RIDGE CY",3,0,0,33.333333333333,66.666666666667,0,60.6666666666667
"2016","2474005","1060","MONTRÉAL","SAINT-COLOMBAN V",12,33.333333333333,50,8.333333333333,8.333333333333,0,12
"2017","3507065","1265","OTTAWA","NORTH GRENVILLE MU",1,0,100,0,0,0,6
"1994","5915022","2410","VANCOUVER","VANCOUVER CY",38,2.631578947368,23.684210526316,52.631578947368,5.263157894737,15.789473684211,54.0789473684211
"1994","5915055","2410","VANCOUVER","WEST VANCOUVER DM",2,0,100,0,0,0,16
"1996","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",2,0,0,50,0,50,92.5
"1998","5915055","2410","VANCOUVER","WEST VANCOUVER DM",1,0,100,0,0,0,14
"1999","2467015","1060","MONTRÉAL","SAINT-AMABLE MÉ",4,0,100,0,0,0,6
"2000","2474005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2000","3502048","1265","OTTAWA","RUSSELL TP",1,100,0,0,0,0,5
"2001","2473015","1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2004","2457005","1060","MONTRÉAL","SAINT-COLOMBAN V",6,0,100,0,0,0,6.33333333333333
"2009","2473010","1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"2012","5915022","2410","VANCOUVER","VANCOUVER CY",20,5,10,15,20,50,99.55
"2016","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",6,16.666666666667,0,33.333333333333,16.666666666667,33.333333333333,78.5
"2018","2471025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",3,0,100,0,0,0,6
"1990","2452440","1060",NA,NA,2,0,100,0,0,0,15
"2002","2460005","1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,12
"2008","2473010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,0,100,0,0,33
"2008","3521010","2270","TORONTO","BRAMPTON CY",7,0,0,57.142857142857,14.285714285714,28.571428571429,102.142857142857
"2010","5915022","2410","VANCOUVER","VANCOUVER CY",14,7.142857142857,14.285714285714,21.428571428571,21.428571428571,35.714285714286,81.5
"2011","2471025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",1,0,100,0,0,0,15
"2011","2474005","1060","MONTRÉAL","SAINT-COLOMBAN V",6,16.666666666667,83.333333333333,0,0,0,7.33333333333333
"2013","2466023","1060","MONTRÉAL","MONTRÉAL V",89,33.707865168539,39.325842696629,13.483146067416,7.865168539326,5.61797752809,22.6966292134831
"2015","2458033","1060","MONTRÉAL","LES COTEAUX MÉ",8,25,75,0,0,0,9
"2015","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",10,0,70,30,0,0,21.6
"2022","2472032","1060","MONTRÉAL","OKA MÉ",1,0,100,0,0,0,6
"1990","2462510","1060",NA,NA,2,0,100,0,0,0,6
"1991","3506014","1265",NA,NA,10,0,0,60,40,0,55
"1992","5915015","2410","VANCOUVER","RICHMOND CY",2,50,0,0,0,50,67.5
"1996","2458020","1060","MONTRÉAL","CANDIAC V",3,0,100,0,0,0,10.6666666666667
"1998","4811061","0340","EDMONTON","EDMONTON CY",8,0,0,50,25,25,67.875
"2001","2465005","1060","MONTRÉAL","SAINT-COLOMBAN V",24,0,95.833333333333,4.166666666667,0,0,11.4583333333333
"2001","4806016","0140","CALGARY","CALGARY CY",17,5.882352941176,23.529411764706,35.294117647059,17.647058823529,17.647058823529,52.8823529411765
"2003","2472010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,100,0,0,0,0,4
"2004","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",1,0,100,0,0,0,6
"2009","4811061","0340","EDMONTON","EDMONTON CY",8,12.5,62.5,12.5,12.5,0,23.125
"2016","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",3,100,0,0,0,0,4
"2017","2471065","1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",2,100,0,0,0,0,4
"2017","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",5,0,0,40,0,60,153.6
"2019","3524001","2270","TORONTO","PICKERING CY",2,0,100,0,0,0,19
"2022","2471100","1060","MONTRÉAL","HUDSON V",1,0,100,0,0,0,20
"1989","4811048","0340","EDMONTON","STONY PLAIN T",1,0,0,100,0,0,36
"1992","4806016","0140","CALGARY","CALGARY CY",7,57.142857142857,14.285714285714,28.571428571429,0,0,14.5714285714286
"1993","2456280","1060",NA,NA,1,0,100,0,0,0,6
"1995","2472015","1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2004","2467010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,6
"2005","2473030","1060","MONTRÉAL","BOIS-DES-FILION V",2,0,100,0,0,0,6
"2006","2464015","1060","MONTRÉAL","SAINT-AMABLE MÉ",15,0,100,0,0,0,8.53333333333333
"2006","2465005","1060","MONTRÉAL","SAINT-COLOMBAN V",67,16.417910447761,79.10447761194,0,1.492537313433,2.985074626866,13.8358208955224
"2009","2465005","1060","MONTRÉAL","SAINT-COLOMBAN V",42,9.52380952381,76.190476190476,4.761904761905,4.761904761905,4.761904761905,22.3095238095238
"2011","3506008","1265","OTTAWA","OTTAWA CV",20,0,90,0,5,5,24.3
"2012","2460005","1060","MONTRÉAL","SAINT-COLOMBAN V",1,0,100,0,0,0,6
"2012","5915020","2410","VANCOUVER","GREATER VANCOUVER A RDA",1,0,0,0,100,0,95
"2014","2471083","1060","MONTRÉAL","VAUDREUIL-DORION V",6,0,33.333333333333,66.666666666667,0,0,29.3333333333333
"2019","2475005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1994","2465005","1060","MONTRÉAL","SAINT-COLOMBAN V",4,50,50,0,0,0,6.25
"1996","2459010","1060","MONTRÉAL","DEUX-MONTAGNES V",4,0,100,0,0,0,6
"2000","2467015","1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,100,0,0,0,6
"2001","2458005","1060","MONTRÉAL","SAINT-COLOMBAN V",4,0,75,0,25,0,25.5
"2002","4811016","0340","EDMONTON","LEDUC CY",2,50,0,50,0,0,19.5
"2004","2473015","1060","MONTRÉAL","SAINT-AMABLE MÉ",5,0,80,20,0,0,12.8
"2005","5915020","2410","VANCOUVER","GREATER VANCOUVER A RDA",3,0,0,66.666666666667,33.333333333333,0,59
"2010","2460020","1060","MONTRÉAL","CANDIAC V",3,0,100,0,0,0,6
"2010","3506008","1265","OTTAWA","OTTAWA CV",27,0,88.888888888889,11.111111111111,0,0,14
"2015","3519048","2270","TORONTO","NEWMARKET T",1,0,100,0,0,0,16
"2017","3519046","2270","TORONTO","AURORA T",3,0,0,66.666666666667,33.333333333333,0,41.6666666666667
"2018","4806019","0140","CALGARY","COCHRANE T",1,0,100,0,0,0,11
"1989","2465260","1060",NA,NA,116,42.241379310345,46.551724137931,7.758620689655,2.586206896552,0.862068965517,11.6034482758621
"1990","2465440","1060",NA,NA,1,0,0,0,0,100,197
"1990","3519036","2270","TORONTO","MARKHAM T",1,0,0,0,0,100,341
"1993","4811061","0340","EDMONTON","EDMONTON CY",13,23.076923076923,7.692307692308,38.461538461538,30.769230769231,0,43.9230769230769
"1994","2457005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1999","2458015","1060","MONTRÉAL","SAINT-AMABLE MÉ",3,0,100,0,0,0,6.66666666666667
"2000","2457040","1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"2002","2467015","1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,100,0,0,0,12
"2003","2466013","1060","MONTRÉAL","REPENTIGNY V",4,0,100,0,0,0,8
"2007","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",1,0,0,0,0,100,200
"2009","2458033","1060","MONTRÉAL","LES COTEAUX MÉ",11,18.181818181818,81.818181818182,0,0,0,8
"2009","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",2,0,0,100,0,0,23.5
"2011","2467045","1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",2,0,50,50,0,0,28.5
"2013","2459015","1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,100,0,0,0,6
"2013","5915034","2410","VANCOUVER","COQUITLAM CY",2,0,0,0,50,50,98
"2014","4811061","0340","EDMONTON","EDMONTON CY",31,16.129032258065,41.935483870968,16.129032258065,22.58064516129,3.225806451613,38.5483870967742
"2016","2458033","1060","MONTRÉAL","LES COTEAUX MÉ",1,0,0,0,100,0,80
"2019","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",13,30.769230769231,69.230769230769,0,0,0,6.84615384615385
"2020","2472032","1060","MONTRÉAL","OKA MÉ",NA,NA,NA,NA,NA,NA,NA
"1989","2463190","1060",NA,NA,2,0,100,0,0,0,6
"1992","5915034","2410","VANCOUVER","COQUITLAM CY",5,0,40,20,0,40,62.8
"1994","2464005","1060","MONTRÉAL","SAINT-COLOMBAN V",2,50,50,0,0,0,8
"2004","2475017","1060","MONTRÉAL","SAINT-JÉRÔME V",18,16.666666666667,77.777777777778,0,5.555555555556,0,11.3888888888889
"2006","2473010","1060","MONTRÉAL","DEUX-MONTAGNES V",6,0,66.666666666667,16.666666666667,0,16.666666666667,42.1666666666667
"2015","2471083","1060","MONTRÉAL","VAUDREUIL-DORION V",1,0,100,0,0,0,8
"2017","3502048","1265","OTTAWA","RUSSELL TP",4,25,50,25,0,0,12.75
"2021","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",7,0,57.142857142857,42.857142857143,0,0,25.8571428571429
"2021","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",9,0,55.555555555556,33.333333333333,11.111111111111,0,26.3333333333333
"1991","3518001","2270","TORONTO","PICKERING CY",1,0,0,100,0,0,45
"1998","2460005","1060","MONTRÉAL","SAINT-COLOMBAN V",2,0,100,0,0,0,6
"2005","2464008","1060","MONTRÉAL","TERREBONNE V",23,0,100,0,0,0,7.52173913043478
"2007","2458033","1060","MONTRÉAL","LES COTEAUX MÉ",8,62.5,37.5,0,0,0,5.5
"2009","2457025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",NA,NA,NA,NA,NA,NA,NA
"2009","2467045","1060","MONTRÉAL","SAINT-MATHIEU-DE-BELOEIL MÉ",2,0,50,50,0,0,15
"2009","5915007","2410","VANCOUVER","WHITE ROCK CY",1,0,0,100,0,0,35
"2016","2473010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,6
"2021","2452007","1060","MONTRÉAL","BROSSARD V",5,0,100,0,0,0,6
"1994","2460020","1060","MONTRÉAL","CANDIAC V",1,0,0,100,0,0,24
"1997","2467050","1060","MONTRÉAL","CHÂTEAUGUAY V",1,0,0,100,0,0,24
"1999","4806016","0140","CALGARY","CALGARY CY",32,9.375,31.25,37.5,9.375,12.5,41.90625
"2005","5915022","2410","VANCOUVER","VANCOUVER CY",32,6.25,37.5,25,15.625,15.625,56.75
"2006","2458033","1060","MONTRÉAL","LES COTEAUX MÉ",10,80,20,0,0,0,4.8
"2012","2467010","1060","MONTRÉAL","DEUX-MONTAGNES V",2,0,100,0,0,0,6
"2018","2464015","1060","MONTRÉAL","SAINT-AMABLE MÉ",15,73.333333333333,26.666666666667,0,0,0,5.26666666666667
"2019","2463048","1060","MONTRÉAL","SAINT-LIN--LAURENTIDES V",5,0,100,0,0,0,7.2
"1991","2452780","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","2465320","1060",NA,NA,2,0,100,0,0,0,6
"2002","2458227","1060","MONTRÉAL","LONGUEUIL V",34,47.058823529412,44.117647058824,8.823529411765,0,0,9.17647058823529
"2003","3519038","2270","TORONTO","RICHMOND HILL T",2,0,50,0,0,50,116.5
"2005","4811049","0340","EDMONTON","SPRUCE GROVE CY",2,0,0,100,0,0,47
"2007","5915034","2410","VANCOUVER","COQUITLAM CY",2,0,0,50,0,50,77.5
"2008","2471105","1060","MONTRÉAL","SAINT-LAZARE V",NA,NA,NA,NA,NA,NA,NA
"2015","2466023","1060","MONTRÉAL","MONTRÉAL V",60,30,46.666666666667,15,1.666666666667,6.666666666667,25
"2015","3519028","2270","TORONTO","VAUGHAN CY",5,0,0,20,0,80,274.4
"2017","2464008","1060","MONTRÉAL","TERREBONNE V",22,31.818181818182,50,9.090909090909,9.090909090909,0,16.0909090909091
"2017","3521005","2270","TORONTO","AJAX T",4,0,0,0,0,100,241.75
"2018","4811052","0340","EDMONTON","STRATHCONA COUNTY SM",1,0,0,0,100,0,62
"2020","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",1,0,0,100,0,0,44
"2022","2467015","1060","MONTRÉAL","SAINT-AMABLE MÉ",2,50,0,50,0,0,16
"1993","5915004","2410","VANCOUVER","SURREY CY",17,0,0,82.352941176471,5.882352941176,11.764705882353,44.5882352941176
"1995","2459005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"1995","4811061","0340","EDMONTON","EDMONTON CY",7,0,0,57.142857142857,42.857142857143,0,60.7142857142857
"2008","2460035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2008","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",3,0,0,66.666666666667,33.333333333333,0,55.6666666666667
"2009","2466023","1060","MONTRÉAL","MONTRÉAL V",73,13.698630136986,58.904109589041,13.698630136986,8.219178082192,5.479452054795,22.958904109589
"2011","2459015","1060","MONTRÉAL","SAINT-AMABLE MÉ",3,0,100,0,0,0,7.33333333333333
"2017","2455057","1060","MONTRÉAL","RICHELIEU V",1,0,100,0,0,0,8
"1990","2462200","1060",NA,NA,15,20,66.666666666667,13.333333333333,0,0,10.1333333333333
"1992","2465260","1060",NA,NA,50,40,52,4,4,0,10.06
"1992","3520006","2270",NA,NA,1,0,0,100,0,0,41
"1992","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",1,0,100,0,0,0,20
"1992","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",4,0,75,25,0,0,21.25
"1993","3520014","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",1,0,0,0,0,100,119
"1996","5915051","2410","VANCOUVER","NORTH VANCOUVER CY",2,0,50,50,0,0,15.5
"2000","5915015","2410","VANCOUVER","RICHMOND CY",5,0,80,0,20,0,24
"2007","2472015","1060","MONTRÉAL","SAINT-AMABLE MÉ",15,0,100,0,0,0,6
"2008","2460028","1060","MONTRÉAL","L'ASSOMPTION V",1,0,100,0,0,0,12
"2012","2457020","1060","MONTRÉAL","CANDIAC V",5,0,100,0,0,0,8.8
"2013","4806019","0140","CALGARY","COCHRANE T",2,0,50,0,50,0,42.5
"2014","5915039","2410","VANCOUVER","PORT COQUITLAM CY",NA,NA,NA,NA,NA,NA,NA
"2018","2472010","1060","MONTRÉAL","DEUX-MONTAGNES V",3,0,100,0,0,0,8.66666666666667
"2019","3519038","2270","TORONTO","RICHMOND HILL T",1,0,0,0,0,100,202
"2021","5915015","2410","VANCOUVER","RICHMOND CY",13,0,46.153846153846,7.692307692308,15.384615384615,30.769230769231,63.2307692307692
"2022","2471083","1060","MONTRÉAL","VAUDREUIL-DORION V",2,0,50,50,0,0,16
"1990","5915015","2410","VANCOUVER","RICHMOND CY",8,0,0,25,62.5,12.5,77.125
"2004","2466023","1060","MONTRÉAL","MONTRÉAL V",155,9.677419354839,63.225806451613,10.967741935484,8.387096774194,7.741935483871,31.5741935483871
"2006","2457025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",1,0,0,0,100,0,92
"2006","2464008","1060","MONTRÉAL","TERREBONNE V",15,40,60,0,0,0,5.73333333333333
"2006","5915007","2410","VANCOUVER","WHITE ROCK CY",1,100,0,0,0,0,5
"2006","5915015","2410","VANCOUVER","RICHMOND CY",7,0,0,14.285714285714,57.142857142857,28.571428571429,97.1428571428571
"2010","2467025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",1,0,100,0,0,0,20
"2011","2464008","1060","MONTRÉAL","TERREBONNE V",9,22.222222222222,55.555555555556,22.222222222222,0,0,16.6666666666667
"2012","2460028","1060","MONTRÉAL","L'ASSOMPTION V",3,0,100,0,0,0,6.33333333333333
"2012","4811061","0340","EDMONTON","EDMONTON CY",19,0,10.526315789474,36.842105263158,47.368421052632,5.263157894737,62.0526315789474
"2013","4806021","0140","CALGARY","AIRDRIE CY",8,0,75,12.5,12.5,0,22.75
"2016","2458007","1060","MONTRÉAL","BROSSARD V",5,20,0,40,20,20,63.4
"2017","2457040","1060","MONTRÉAL","BELOEIL V",3,0,66.666666666667,33.333333333333,0,0,18.6666666666667
"2021","5915039","2410","VANCOUVER","PORT COQUITLAM CY",4,0,0,50,50,0,50.75
"1992","2465420","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","5915075","2410","VANCOUVER","MAPLE RIDGE CY",1,0,0,100,0,0,48
"2008","2464008","1060","MONTRÉAL","TERREBONNE V",21,9.52380952381,80.952380952381,9.52380952381,0,0,9.95238095238095
"2009","2458037","1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",1,0,100,0,0,0,6
"2009","2473020","1060","MONTRÉAL","CANDIAC V",1,0,0,100,0,0,30
"2012","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",1,0,100,0,0,0,15
"2015","2464008","1060","MONTRÉAL","TERREBONNE V",1,0,100,0,0,0,10
"2016","4811056","0340","EDMONTON","FORT SASKATCHEWAN CY",1,0,0,100,0,0,48
"2017","3519049","2270","TORONTO","KING TP",NA,NA,NA,NA,NA,NA,NA
"1989","5915015","2410","VANCOUVER","RICHMOND CY",15,6.666666666667,0,53.333333333333,40,0,48.5333333333333
"1994","3506014","1265",NA,NA,3,0,33.333333333333,66.666666666667,0,0,18.6666666666667
"1997","2458010","1060","MONTRÉAL","DEUX-MONTAGNES V",NA,NA,NA,NA,NA,NA,NA
"1997","5915002","2410","VANCOUVER","LANGLEY CY",2,0,0,50,50,0,63.5
"1999","2455065","1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",NA,NA,NA,NA,NA,NA,NA
"2003","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",2,0,100,0,0,0,6
"2009","2471105","1060","MONTRÉAL","SAINT-LAZARE V",1,0,100,0,0,0,6
"2012","2464008","1060","MONTRÉAL","TERREBONNE V",5,0,40,40,20,0,32
"2019","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",5,0,100,0,0,0,7.2
"2020","2471040","1060","MONTRÉAL","BELOEIL V",4,75,25,0,0,0,4.5
"2021","4811061","0340","EDMONTON","EDMONTON CY",34,47.058823529412,26.470588235294,2.941176470588,14.705882352941,8.823529411765,29.5294117647059
"1990","3520006","2270",NA,NA,1,0,0,100,0,0,44
"1992","2470180","1060",NA,NA,1,0,100,0,0,0,15
"1999","2458010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,0,0,100,0,72
"2006","2457020","1060","MONTRÉAL","CANDIAC V",1,0,100,0,0,0,6
"2006","5915011","2410","VANCOUVER","DELTA DM",1,0,0,100,0,0,48
"2007","2460028","1060","MONTRÉAL","L'ASSOMPTION V",3,0,66.666666666667,33.333333333333,0,0,11.3333333333333
"2012","2466117","1060","MONTRÉAL","SAINTE-ANNE DE BELLEVUE V",NA,NA,NA,NA,NA,NA,NA
"2013","3521010","2270","TORONTO","BRAMPTON CY",2,0,0,0,0,100,112.5
"2015","2460013","1060","MONTRÉAL","REPENTIGNY V",NA,NA,NA,NA,NA,NA,NA
"2019","2465005","1060","MONTRÉAL","SAINT-COLOMBAN V",36,30.555555555556,47.222222222222,8.333333333333,11.111111111111,2.777777777778,20.4166666666667
"1991","2463220","1060",NA,NA,3,66.666666666667,0,33.333333333333,0,0,12
"1999","2466075","1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",5,40,60,0,0,0,11.6
"2000","5915025","2410","VANCOUVER","BURNABY CY",3,0,0,66.666666666667,33.333333333333,0,55.3333333333333
"2005","2471083","1060","MONTRÉAL","VAUDREUIL-DORION V",3,0,100,0,0,0,10.6666666666667
"2005","3502036","1265","OTTAWA","CLARENCE-ROCKLAND C",1,0,0,100,0,0,27
"2008","5915034","2410","VANCOUVER","COQUITLAM CY",5,0,0,20,20,60,146
"2009","2459015","1060","MONTRÉAL","SAINT-AMABLE MÉ",1,0,100,0,0,0,10
"2009","2471050","1060","MONTRÉAL","CHÂTEAUGUAY V",2,100,0,0,0,0,4
"2011","2457005","1060","MONTRÉAL","SAINT-COLOMBAN V",4,0,75,25,0,0,16.5
"2013","3519038","2270","TORONTO","RICHMOND HILL T",1,0,100,0,0,0,6
"2015","3521010","2270","TORONTO","BRAMPTON CY",16,0,100,0,0,0,8.625
"2017","2459015","1060","MONTRÉAL","SAINT-AMABLE MÉ",4,25,75,0,0,0,6
"2020","2466087","1060","MONTRÉAL","DORVAL CÉ",1,0,0,0,100,0,73
"1998","4806021","0140","CALGARY","AIRDRIE CY",2,50,0,0,50,0,42
"2002","2472010","1060","MONTRÉAL","DEUX-MONTAGNES V",1,0,100,0,0,0,6
"2003","2473015","1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2013","2458037","1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",2,50,50,0,0,0,5
"2019","5915039","2410","VANCOUVER","PORT COQUITLAM CY",2,0,0,50,50,0,54
"2020","2471060","1060","MONTRÉAL","L'ÎLE-PERROT V",NA,NA,NA,NA,NA,NA,NA
"1988","2466700","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988","2470460","1060",NA,NA,4,100,0,0,0,0,4
"1989","3520014","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",3,0,0,0,0,100,200.666666666667
"1992","2456750","1060",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1995","5915007","2410","VANCOUVER","WHITE ROCK CY",3,33.333333333333,0,33.333333333333,33.333333333333,0,42.6666666666667
"1996","3519028","2270","TORONTO","VAUGHAN CY",2,0,0,50,50,0,51
"1998","2475010","1060","MONTRÉAL","DEUX-MONTAGNES V",2,0,100,0,0,0,6
"2008","3522014","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",1,0,0,100,0,0,57
"2008","5915029","2410","VANCOUVER","NEW WESTMINSTER CY",1,0,0,100,0,0,46
"2012","2467035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",8,37.5,50,12.5,0,0,10.625
"2014","2471033","1060","MONTRÉAL","LES COTEAUX MÉ",4,0,100,0,0,0,8.25
"2014","3519036","2270","TORONTO","MARKHAM T",3,0,0,0,33.333333333333,66.666666666667,146.666666666667
"2015","2457040","1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"2017","2466023","1060","MONTRÉAL","MONTRÉAL V",69,10.144927536232,49.275362318841,21.739130434783,7.246376811594,11.594202898551,42.463768115942
"2017","3519036","2270","TORONTO","MARKHAM T",3,0,66.666666666667,0,0,33.333333333333,46
"2018","5915025","2410","VANCOUVER","BURNABY CY",4,0,0,25,0,75,211
"2019","3519028","2270","TORONTO","VAUGHAN CY",1,0,0,0,0,100,283
"2020","2466097","1060","MONTRÉAL","POINTE-CLAIRE V",1,0,0,0,0,100,150
"2020","3519038","2270","TORONTO","RICHMOND HILL T",1,0,0,0,0,100,374
"1989","2473120","1060",NA,NA,4,0,100,0,0,0,7.5
"1995","4811049","0340","EDMONTON","SPRUCE GROVE CY",1,0,0,100,0,0,27
"1996","5915015","2410","VANCOUVER","RICHMOND CY",7,0,0,28.571428571429,28.571428571429,42.857142857143,88.1428571428571
"1998","2457040","1060","MONTRÉAL","BELOEIL V",NA,NA,NA,NA,NA,NA,NA
"2000","2457035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2001","2473005","1060","MONTRÉAL","SAINT-COLOMBAN V",NA,NA,NA,NA,NA,NA,NA
"2002","2472025","1060","MONTRÉAL","SAINT-ZOTIQUE VL",NA,NA,NA,NA,NA,NA,NA
"2002","2473015","1060","MONTRÉAL","SAINT-AMABLE MÉ",NA,NA,NA,NA,NA,NA,NA
"2004","3519038","2270","TORONTO","RICHMOND HILL T",2,0,0,50,50,0,59.5
"2006","3519038","2270","TORONTO","RICHMOND HILL T",2,0,0,0,0,100,204
"2007","5915075","2410","VANCOUVER","MAPLE RIDGE CY",2,0,0,50,50,0,47
"2008","5915015","2410","VANCOUVER","RICHMOND CY",7,0,0,42.857142857143,28.571428571429,28.571428571429,77
"2008","5915039","2410","VANCOUVER","PORT COQUITLAM CY",1,0,0,100,0,0,37
"2009","2473035","1060","MONTRÉAL","SAINTE-ANNE-DES-PLAINES V",NA,NA,NA,NA,NA,NA,NA
"2017","2458037","1060","MONTRÉAL","SAINT-BRUNO-DE-MONTARVILLE V",4,0,100,0,0,0,7
"2017","2466058","1060","MONTRÉAL","CÔTE SAINT-LUC V",1,0,0,0,0,100,129
"2017","3502036","1265","OTTAWA","CLARENCE-ROCKLAND C",7,0,100,0,0,0,8
"2019","2456083","1060","MONTRÉAL","VAUDREUIL-DORION V",7,14.285714285714,71.428571428571,0,0,14.285714285714,27.5714285714286
"2020","4806014","0140","CALGARY","ROCKY VIEW NO. 44 MD",NA,NA,NA,NA,NA,NA,NA
"2021","3521010","2270","TORONTO","BRAMPTON CY",7,0,57.142857142857,28.571428571429,0,14.285714285714,38.2857142857143
"2021","4806021","0140","CALGARY","AIRDRIE CY",2,0,0,50,0,50,93
"1991","5915046","2410","VANCOUVER","NORTH VANCOUVER DM",2,0,0,0,50,50,121.5
"1993","3520004","2270",NA,NA,10,0,10,50,30,10,55.6
